title	wiki_id	booksummaries_index
The Passage (The Passage, #1)	27722629	15331
Anansi Boys	1641867	2765
Along for the Ride	20815127	13410
Everything I Never Told You	-1	-1
The House of the Spirits	1195051	2212
The Dead Zone	10902339	9707
The Mysterious Affair at Styles (Hercule Poirot, #1)	218875	628
Murder on the Orient Express (Hercule Poirot, #10)	162770	479
Americanah	-1	-1
Suzanne's Diary for Nicholas	-1	-1
Firestarter	535391	1220
Entwined with You (Crossfire, #3)	-1	-1
Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen	-1	-1
The Storied Life of A.J. Fikry	-1	-1
Madeline	-1	-1
Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century	-1	-1
Little House in the Big Woods (Little House, #1)	10802071	9652
Jonathan Strange & Mr Norrell	1041160	2003
A Bend in the Road	1688574	2821
The House of Hades (The Heroes of Olympus, #4)	-1	-1
Gone (Gone, #1)	12995	41
The Wedding (The Notebook, #2)	-1	-1
1776	-1	-1
Under the Banner of Heaven: A Story of Violent Faith	-1	-1
Beautiful Ruins	-1	-1
The Audacity of Hope: Thoughts on Reclaiming the American Dream	-1	-1
On Writing: A Memoir of the Craft	63992	253
Firefly Lane (Firefly Lane, #1)	-1	-1
Sphere	895506	1797
Love the One You're With	-1	-1
The Silkworm (Cormoran Strike, #2)	-1	-1
The Vampire Lestat (The Vampire Chronicles, #2)	153150	421
State of Wonder	-1	-1
The Silver Linings Playbook	-1	-1
Twenty Thousand Leagues Under the Sea	38093	108
The Constant Princess (The Plantagenet and Tudor Novels, #6)	3681524	4894
Mrs. Dalloway	220272	632
The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared	-1	-1
Bag of Bones	1898130	3057
The Cider House Rules	-1	-1
Thinner	3434631	4648
Around the World in Eighty Days	42609	122
Walk Two Moons	385612	975
Eleven Minutes	2595361	3809
Nine Stories	-1	-1
Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living	-1	-1
Unwind (Unwind, #1)	22459634	13917
Drums of Autumn (Outlander, #4)	-1	-1
Prodigy (Legend, #2)	-1	-1
King Lear	55721	187
Death of a Salesman	6327856	7267
The Choice	-1	-1
The Hunger Games: Official Illustrated Movie Companion	-1	-1
The Sound and the Fury	229593	651
A New Earth: Awakening to Your Life's Purpose	-1	-1
Bleach, Volume 01	-1	-1
Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened	-1	-1
The Shadow Rising (Wheel of Time, #4)	549687	1259
Shantaram	1198564	2215
From Dead to Worse (Sookie Stackhouse, #8)	22357422	13892
The Waste Lands (The Dark Tower, #3)	64007	256
The Bone Collector (Lincoln Rhyme, #1)	-1	-1
The Reader	-1	-1
Brown Bear, Brown Bear, What Do You See?	-1	-1
Hyperion (Hyperion Cantos, #1)	1674879	2810
The Pearl	165361	488
The Exorcist	86351	355
The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)	26765356	15089
Snow Falling on Cedars	1851232	2983
Roots: The Saga of an American Family	1199202	2216
Batman: The Killing Joke	-1	-1
Invisible Man	37737	107
A Long Way Gone: Memoirs of a Boy Soldier	-1	-1
Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)	1063412	2031
Different Seasons	-1	-1
The Little House Collection (Little House, #1-9)	-1	-1
The Girls' Guide to Hunting and Fishing	-1	-1
Wool Omnibus (Silo, #1)	-1	-1
Lamb: The Gospel According to Biff, Christ's Childhood Pal	133012	390
The Power of Now: A Guide to Spiritual Enlightenment	330523	855
Let's Pretend This Never Happened: A Mostly True Memoir	889073	1784
The Lies of Locke Lamora (Gentleman Bastard, #1)	6161733	7175
Sabriel (Abhorsen,  #1)	529614	1206
Dead and Gone (Sookie Stackhouse, #9)	22357464	13893
The Storyteller	24579192	14531
Obsidian (Lux, #1)	-1	-1
Life, the Universe and Everything (Hitchhiker's Guide, #3)	191173	563
Crown of Midnight (Throne of Glass, #2)	-1	-1
Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life	-1	-1
Half Broke Horses	31204665	15955
Mort (Death, #1; Discworld, #4)	30033	83
The Iron King (The Iron Fey, #1)	-1	-1
Lonesome Dove	238534	679
Stiff: The Curious Lives of Human Cadavers	-1	-1
Bloodlines (Bloodlines, #1)	-1	-1
Ender's Shadow (Ender's Shadow, #1)	196963	575
Twenties Girl	25011028	14662
Schindler's List	312623	820
The Bluest Eye	1827695	2952
The White Queen (The Plantagenet and Tudor Novels, #2)	27140960	15181
The Autobiography of Malcolm X	-1	-1
Preludes & Nocturnes (The Sandman #1)	-1	-1
Seabiscuit: An American Legend	-1	-1
Shutter Island	15120912	11477
The Complete Sherlock Holmes	-1	-1
Julius Caesar	-1	-1
In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin	-1	-1
The Republic	20568107	13328
The Taming of the Shrew	-1	-1
Cress (The Lunar Chronicles, #3)	-1	-1
Just Kids	-1	-1
The Art Book	-1	-1
Jemima J	-1	-1
The Hunchback of Notre-Dame	52803	165
A Fine Balance	933335	1855
Calvin and Hobbes	-1	-1
Specials (Uglies, #3)	1259759	2293
The Awakening	430840	1063
Hunted (House of Night, #5)	-1	-1
For One More Day	7034259	7717
Clear and Present Danger (Jack Ryan Universe, #6)	-1	-1
Falling Up	2682322	3900
Sh*t My Dad Says	-1	-1
Trainspotting	233084	667
Foundation and Empire (Foundation #2)	331675	857
The Four Agreements: A Practical Guide to Personal Freedom	-1	-1
House Rules	28108371	15398
The Complete Grimm's Fairy Tales	-1	-1
From the Mixed-Up Files of Mrs. Basil E. Frankweiler	2620725	3833
Doctor Sleep (The Shining, #2)	25493839	14794
About a Boy	74257	313
On Dublin Street (On Dublin Street, #1)	-1	-1
Crazy Love: Overwhelmed by a Relentless God	-1	-1
One Fish, Two Fish, Red Fish, Blue Fish	-1	-1
Watchers	4910784	5977
The Story of My Life	-1	-1
This is Where I Leave You	-1	-1
Abraham Lincoln: Vampire Hunter	-1	-1
Fruits Basket, Vol. 1	-1	-1
The Tempest	3091032	4296
Burned (House of Night, #7)	14815919	11360
Wizard and Glass (The Dark Tower, #4)	64002	255
The Circle	-1	-1
The Invention of Hugo Cabret	-1	-1
Brave New World / Brave New World Revisited	36681	103
Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)	-1	-1
The Good Girl	-1	-1
Fallen Too Far (Rosemary Beach, #1; Too Far, #1)	4451267	5546
Landline	-1	-1
Tempted (House of Night, #6)	22105170	13805
No Country for Old Men	3134572	4339
Wolf Hall (Thomas Cromwell, #1)	-1	-1
Howl's Moving Castle (Howl's Moving Castle, #1)	302997	793
Dreamcatcher	160428	466
Walden	291978	775
The Remains of the Day	133721	391
The Best of Me	-1	-1
The Sense of an Ending	-1	-1
A is for Alibi (Kinsey Millhone, #1)	1282996	2344
Oedipus Rex  (The Theban Plays, #1)	-1	-1
Shanghai Girls (Shanghai Girls #1)	-1	-1
The Wind in the Willows	45133	143
To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)	-1	-1
Persepolis: The Story of a Childhood (Persepolis, #1)	-1	-1
A Room with a View	113470	385
The DUFF: Designated Ugly Fat Friend	-1	-1
Lock and Key	17106013	12100
Naked in Death (In Death, #1)	6272268	7244
The Chamber	864368	1744
Midnight Sun (Twilight, #1.5)	-1	-1
Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)	-1	-1
The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)	-1	-1
Every Day (Every Day, #1)	-1	-1
Xenocide (Ender's Saga, #3)	200701	584
The Merchant of Venice	37713	106
Shōgun (Asian Saga, #1)	188071	551
Lover Awakened (Black Dagger Brotherhood, #3)	228520	649
A Court of Thorns and Roses (A Court of Thorns and Roses, #1)	-1	-1
Fifty Shades Trilogy (Fifty Shades, #1-3)	-1	-1
Chicka Chicka Boom Boom	-1	-1
Smile	30105910	15702
Animal Farm / 1984	620	0
The Deep End of the Ocean (Cappadora Family, #1)	-1	-1
The Bonesetter's Daughter	676751	1491
Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)	-1	-1
Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)	-1	-1
Flowers in the Attic (Dollanganger, #1)	2295010	3481
When Breath Becomes Air	-1	-1
Maniac Magee	2827312	4036
Invisible Monsters	539788	1233
Twelfth Night	652812	1434
Gathering Blue (The Giver, #2)	1467647	2566
The Westing Game	2661883	3873
Red Rising (Red Rising, #1)	-1	-1
The Way of Shadows (Night Angel, #1)	-1	-1
The Bean Trees (Greer Family, #1)	1388208	2477
Walking Disaster (Beautiful, #2)	-1	-1
Words of Radiance (The Stormlight Archive, #2)	-1	-1
Guess How Much I Love You	-1	-1
The Fiery Cross (Outlander, #5)	-1	-1
Night Shift	-1	-1
Jaws	8179637	8370
The History of Love	10917506	9714
Pippi Longstocking	23023205	14087
The Elegance of the Hedgehog	19955124	13097
Team of Rivals: The Political Genius of Abraham Lincoln	-1	-1
Dead in the Family (Sookie Stackhouse, #10)	24617147	14544
The Plague	986	2
The Reptile Room (A Series of Unfortunate Events, #2)	664291	1463
Brain on Fire: My Month of Madness	5842145	6932
Wicked Lovely (Wicked Lovely, #1)	-1	-1
Curious George	-1	-1
The Neverending Story	375359	957
A Beautiful Mind	-1	-1
The Jungle	-1	-1
The Summoning (Darkest Powers, #1)	-1	-1
The Man Who Mistook His Wife for a Hat and Other Clinical Tales	18163141	12469
Eye of the Needle	760079	1602
The Blind Assassin	248364	703
Hollow City (Miss Peregrine’s Peculiar Children, #2)	-1	-1
House of Sand and Fog	9119721	8893
The Girl with All the Gifts	-1	-1
As I Lay Dying	322301	844
Harold and the Purple Crayon	7604954	8059
Lover Eternal (Black Dagger Brotherhood, #2)	14255883	11124
Second Foundation (Foundation #3)	309433	813
Fool Moon (The Dresden Files, #2)	9648004	9192
David and Goliath: Underdogs, Misfits, and the Art of Battling Giants	-1	-1
Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)	-1	-1
Guards! Guards! (Discworld, #8)	331967	859
The Year of Magical Thinking	-1	-1
We Need to Talk About Kevin	4806475	5863
Rendezvous with Rama (Rama, #1)	26476	72
The Queen of the Damned (The Vampire Chronicles, #3)	42906	127
The Age of Innocence	528860	1204
The Selfish Gene	-1	-1
Year of Wonders	9366759	9053
The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)	12948231	10574
Anthem	234527	671
Gabriel's Inferno (Gabriel's Inferno, #1)	-1	-1
Cloudy With a Chance of Meatballs	1613401	2741
Major Pettigrew's Last Stand	-1	-1
Vision in White (Bride Quartet, #1)	25504525	14797
The Tenth Circle	13420965	10768
The Throne of Fire (Kane Chronicles, #2)	-1	-1
Old Man's War (Old Man's War, #1)	5405446	6528
Gerald's Game	64025	260
Two for the Dough (Stephanie Plum, #2)	3385085	4590
The Joy of Cooking	-1	-1
The Forever War (The Forever War, #1)	309081	809
Insomnia	623219	1385
Reading Lolita in Tehran	3734515	4937
The Blade Itself (The First Law, #1)	-1	-1
The Arctic Incident (Artemis Fowl, #2)	871907	1760
The Shipping News	568053	1291
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing	568053	1291
All the Bright Places	-1	-1
Déjà Dead (Temperance Brennan, #1)	7589425	8050
The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)	12052390	10203
The Marriage Plot	32555100	16242
Daughter of Fortune	3608696	4838
Luckiest Girl Alive	-1	-1
Crank (Crank, #1)	8520267	8520
The Raven Boys (The Raven Cycle, #1)	-1	-1
I Am Legend and Other Stories	45492	146
Olive Kitteridge	-1	-1
Not That Kind of Girl: A Young Woman Tells You What She's Learned	-1	-1
Good to Great: Why Some Companies Make the Leap... and Others Don't	8179637	8370
Fire (Graceling Realm, #2)	5356295	6454
Waiting for Godot	33651	100
White Fang	703539	1513
Wolves of the Calla (The Dark Tower, #5)	409236	1016
His Dark Materials (His Dark Materials #1-3)	-1	-1
The Edge of Never (The Edge of Never, #1)	80497	337
Reconstructing Amelia	-1	-1
One Plus One	-1	-1
The Hours	2423068	3628
Wallbanger (Cocktail, #1)	-1	-1
Holidays on Ice	-1	-1
Desperation	265899	735
Passion (Fallen, #3)	31894217	16140
The Kill Order (Maze Runner, #0.5)	-1	-1
Angelfall (Penryn & the End of Days, #1)	-1	-1
Empire Falls	8843578	8753
The Fires of Heaven (Wheel of Time, #5)	549608	1258
I'll Give You the Sun	-1	-1
Survivor	-1	-1
Shopaholic & Baby (Shopaholic, #5)	18721536	12677
The Dark Tower (The Dark Tower, #7)	-1	-1
Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer	-1	-1
Shopaholic Takes Manhattan (Shopaholic, #2)	-1	-1
Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character	-1	-1
Linger (The Wolves of Mercy Falls, #2)	-1	-1
The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)	-1	-1
A Portrait of the Artist as a Young Man	-1	-1
The Gathering Storm (Wheel of Time, #12)	22361419	13894
Middlemarch	-1	-1
Point of Retreat (Slammed, #2)	-1	-1
The Partner	-1	-1
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings	-1	-1
Thoughtless (Thoughtless, #1)	-1	-1
Presumed Innocent	5428409	6596
The Dark Half	862059	1741
Cleopatra: A Life	-1	-1
The World Is Flat: A Brief History of the Twenty-first Century	38093	108
Steelheart (The Reckoners, #1)	-1	-1
The Rainbow Fish	-1	-1
Journey to the Center of the Earth (Extraordinary Voyages, #3)	723638	1543
The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun	723638	1543
The Man in the High Castle	45903	148
Helter Skelter: The True Story of the Manson Murders	-1	-1
Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra	-1	-1
Inferno (The Divine Comedy #1)	-1	-1
Shadow of Night (All Souls Trilogy, #2)	-1	-1
Leaving Time	5283465	6363
Moon Called (Mercy Thompson, #1)	6997883	7686
Blue Bloods (Blue Bloods, #1)	-1	-1
The Alienist (Dr. Laszlo Kreizler, #1)	1498012	2614
Between the World and Me	-1	-1
Paradise Lost	3413460	4625
The Big Short: Inside the Doomsday Machine	-1	-1
The Girl Who Loved Tom Gordon	64026	261
A Monster Calls	-1	-1
Towers of Midnight (Wheel of Time, #13)	-1	-1
The Day of the Jackal	256471	723
Rework	-1	-1
Attachments	-1	-1
The Twilight Saga (Twilight, #1-4)	4451267	5546
Tell the Wolves I'm Home	-1	-1
All Creatures Great and Small (All Creatures Great and Small, #1-2)	-1	-1
The Unbecoming of Mara Dyer (Mara Dyer, #1)	-1	-1
Three to Get Deadly (Stephanie Plum, #3)	-1	-1
The Scarlet Pimpernel	83545	345
The Monster at the End of this Book	-1	-1
Tales of a Fourth Grade Nothing (Fudge, #1)	2040458	3199
Shadow and Bone (Shadow and Bone, #1)	-1	-1
The Dinner	-1	-1
Champion (Legend, #3)	-1	-1
Contact	181622	532
Lola and the Boy Next Door (Anna and the French Kiss, #2)	-1	-1
White Teeth	1114779	2096
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History	-1	-1
My Horizontal Life: A Collection of One-Night Stands	-1	-1
The Power of Six (Lorien Legacies, #2)	32581076	16246
The Interestings	545049	1250
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury	-1	-1
People of the Book	15556648	11572
The Secret Keeper	-1	-1
Better Homes and Gardens New Cook Book  	-1	-1
So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)	69111	284
Steppenwolf	168256	496
The Surgeon (Rizzoli & Isles, #1)	2081593	3266
The Girl You Left Behind	-1	-1
Royal Assassin (Farseer Trilogy, #2)	840202	1691
Childhood's End	63335	245
The Tale of Despereaux	2931456	4155
Animal, Vegetable, Miracle: A Year of Food Life	-1	-1
Heir of Fire (Throne of Glass, #3)	2506409	3715
Lord of Chaos (Wheel of Time, #6)	562243	1272
The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)	30527861	15775
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality	30527861	15775
A Breath of Snow and Ashes (Outlander, #6)	3307869	4511
The Blood of Olympus (The Heroes of Olympus, #5)	-1	-1
Truly Madly Guilty	-1	-1
Saga, Vol. 1 (Saga, #1)	4451267	5546
The Art of Fielding	33034753	16299
A Moveable Feast	-1	-1
Fablehaven (Fablehaven, #1)	-1	-1
The Wide Window (A Series of Unfortunate Events, #3)	664292	1464
Grave Peril (The Dresden Files, #3)	10572495	9564
Einstein: His Life and Universe	-1	-1
Effortless (Thoughtless, #2)	-1	-1
The Street Lawyer	751672	1592
Roll of Thunder, Hear My Cry (Logans, #4)	1680138	2815
Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)	-1	-1
Let's Explore Diabetes with Owls	-1	-1
The Idiot	564174	1278
Dirk Gently's Holistic Detective Agency (Dirk Gently #1)	50223	162
Rodrick Rules (Diary of a Wimpy Kid, #2)	18372202	12531
Why Not Me?	1981230	3139
Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)	-1	-1
Modern Romance	-1	-1
The One and Only Ivan	-1	-1
The Perfect Storm: A True Story of Men Against the Sea	-1	-1
Elantris (Elantris, #1)	3445721	4653
The Knife of Never Letting Go (Chaos Walking, #1)	19176822	12817
One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1)	-1	-1
Handle with Care	-1	-1
Song of Susannah (The Dark Tower, #6)	762958	1605
Reached (Matched, #3)	-1	-1
Midnight's Children	-1	-1
The Zombie Survival Guide: Complete Protection from the Living Dead	-1	-1
The Testament	-1	-1
Murder at the Vicarage (Miss Marple, #1)	2057934	3215
Among the Hidden (Shadow Children, #1)	1847613	2981
In Defense of Food: An Eater's Manifesto	-1	-1
The Witch of Blackbird Pond	2662485	3875
The Heir (The Selection, #4)	-1	-1
Shopaholic Ties the Knot (Shopaholic, #3)	-1	-1
The Woman in White	5257205	6327
Career of Evil (Cormoran Strike, #3)	-1	-1
The Summer I Turned Pretty (Summer, #1)	-1	-1
Four to Score (Stephanie Plum, #4)	1618152	2745
The Color of Water: A Black Man's Tribute to His White Mother	-1	-1
SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance	-1	-1
Darkfever (Fever, #1)	-1	-1
Stone of Tears (Sword of Truth, #2)	1086476	2059
Heart of the Matter	205766	597
Vanity Fair	40121	114
The Sirens of Titan	338183	872
Dolores Claiborne	64024	259
The Nest	2531453	3739
Fables, Vol. 1: Legends in Exile	-1	-1
Getting Things Done: The Art of Stress-Free Productivity	-1	-1
The Celestine Prophecy (Celestine Prophecy, #1)	1096847	2077
My Life Next Door	-1	-1
Winter of the World (The Century Trilogy #2)	-1	-1
Colorless Tsukuru Tazaki and His Years of Pilgrimage	-1	-1
Lucky	-1	-1
To the Lighthouse	790772	1633
Five Point Someone	3230926	4416
Guilty Pleasures (Anita Blake, Vampire Hunter, #1)	4261283	5385
I Am the Messenger	9816569	9272
Far from the Madding Crowd	305504	800
Equal Rites (Discworld, #3; Witches #1)	328691	851
House of Leaves	90118	362
Cruel & Unusual (Kay Scarpetta, #4)	7489949	8001
Sycamore Row	-1	-1
Awakened (House of Night, #8)	33303850	16332
My Ántonia	1408435	2505
Life As We Knew It (Last Survivors, #1)	15529320	11569
America (The Book): A Citizen's Guide to Democracy Inaction	-1	-1
90 Minutes in Heaven: A True Story of Death and Life	-1	-1
The Longest Ride	-1	-1
Tao Te Ching	-1	-1
Kane and Abel (Kane and Abel, #1)	1776850	2901
Change of Heart	16622189	11915
Dry	-1	-1
Sam's Letters to Jennifer	20864491	13429
Grey (Fifty Shades, #4)	-1	-1
Dune Messiah (Dune Chronicles #2)	8567	29
The Great Divorce	30706	86
Little Earthquakes	-1	-1
The Complete Fairy Tales	-1	-1
