isbn,length
7119305,-1
857522817,-1
62240080,-1
547577532,-1
1400069262,-1
1569319022,-1
765341840,-1
192861891,-1
393318486,-1
,-1
310266289,-1
142003239,-1
545425123,-1
087220605X,-1
1442444924,-1
62294415,-1
553392921,-1
684852586,-1
380732238,-1
,-1
312375069,-1
807218987,-1
8433972618,-1
439545269,-1
,-1
316036226,-1
451209303,-1
006128887X,-1
1571741038,-1
1101875100,-1
60786469,-1
446577898,-1
1599900572,-1
399173595,-1
593046358,-1
085707685X,-1
1416979182,-1
1401203140,-1
2081354802,-1
385488181,-1
345479718,-1
9385152149,-1
316074152,-1
738210072,-1
61053716,-1
60891548,-1
60724277,-1
345441702,-1
425256766,-1
752876813,-1
307140210,-1
312370156,-1
749311614,-1
2253140872,-1
1442422017,-1
515132187,-1
,-1
843956534,-1
62071076,-1
62068520,-1
60638508,-1
684822761,-1
60974990,-1
014132502X,-1
312997116,-1
684855631,-1
316252905,-1
60531827,-1
440167361,-1
,-1
006202468X,-1
99468387,-1
553561405,-1
1416535071,-1
,-1
61930059,-1
1400066336,-1
,-1
345496205,-1
99416425,-1
451462807,-1
60564652,-1
1846059739,-1
143036424,-1
142301515,-1
60776390,-1
374529604,-1
452283205,-1
552772291,-1
1606841750,-1
486444074,-1
,-1
743484363,-1
894802046,-1
446354678,-1
140089225,-1
60728272,-1
356502023,-1
316246573,-1
1416927883,-1
3867197571,-1
380776847,-1
425067947,-1
871404028,-1
1421270536,-1
037541486X,-1
441094996,-1
425099334,-1
843391426X,-1
752885170,-1
345915623,-1
751525677,-1
446602213,-1
425210731,-1
156949601,-1
385516401,-1
452297036,-1
307593916,-1
345388666,-1
785117210,-1
525421351,-1
60827882,-1
394800028,-1
702229784,-1
375422730,-1
451527542,-1
399154221,-1
,-1
743468422,-1
752866052,-1
1589190637,-1
1455574880,-1
553804332,-1
307105474,-1
006074457X,-1
307118398,-1
034546639X,-1
312981260,-1
786837888,-1
767915747,-1
345515633,-1
034549749X,-1
184391400X,-1
1476702993,-1
7466064,-1
141658661X,-1
,-1
340796146,-1
312997191,-1
836213122,-1
1569319960,-1
1416596585,-1
571225403,-1
,-1
393068579,-1
1594488134,-1
590554107,-1
345419359,-1
,-1
345481305,-1
1416503811,-1
590480871,-1
590554115,-1
380710811,-1
067102731X,-1
014101587X,-1
345479122,-1
312547730,-1
786929804,-1
812996089,-1
080213422X,-1
752876872,-1
465028020,-1
1594567395,-1
345496574,-1
1416989404,-1
1416953558,-1
452269652,-1
1405204273,-1
316735167,-1
810114844,-1
1558744630,-1
316231053,-1
399218858,-1
763631620,-1
441010652,-1
740718584,-1
6178715,-1
811826848,-1
61707803,-1
316911488,-1
1442402849,-1
688040748,-1
349103232,-1
385338104,-1
880386525,-1
1421505754,-1
61119725,-1
1590521676,-1
1401205003,-1
,-1
374299102,-1
718031822,-1
,-1
1476751803,-1
521293731,-1
1405088834,-1
1607069466,-1
842361936,-1
375990690,-1
399156399,-1
374384738,-1
,-1
345382846,-1
1400045371,-1
60521228,-1
1781106282,-1
448445867,-1
1593080786,-1
345477367,-1
,-1
758272812,-1
61976792,-1
684813785,-1
1409113965,-1
842319476,-1
1559360739,-1
033034837X,-1
765340771,-1
385491743,-1
385152132,-1
385542070,-1
1421501694,-1
1569714983,-1
074326603X,-1
394743253,-1
439703700,-1
272346783X,-1
385539282,-1
140227663X,-1
1427803196,-1
316353299,-1
345485599,-1
517206064,-1
1593081316,-1
884944441,-1
345516109,-1
373775490,-1
307594173,-1
1593079788,-1
1937053571,-1
1590597141,-1
,-1
307406105,-1
374351384,-1
014006690X,-1
785190228,-1
800758188,-1
1442440759,-1
1416571760,-1
345390407,-1
,-1
307599469,-1
142002429,-1
425226743,-1
439700930,-1
62284835,-1
031623107X,-1
345363132,-1
571169341,-1
,-1
671725661,-1
552142743,-1
375424040,-1
316210730,-1
321344758,-1
425206866,-1
1620610086,-1
141699176X,-1
316348406,-1
451456734,-1
,-1
425240169,-1
553154346,-1
345427637,-1
7466072,-1
307119394,-1
9791680000,-1
312422288,-1
031298166X,-1
000675399X,-1
439498821,-1
307962520,-1
553280511,-1
7284977,-1
553807730,-1
930289226,-1
345438205,-1
380730367,-1
312534353,-1
7120982,-1
440245265,-1
750026049,-1
62117378,-1
1400031524,-1
385352875,-1
,-1
399150862,-1
752816993,-1
316955108,-1
1442474289,-1
753820331,-1
375700188,-1
1481060953,-1
60588284,-1
163215711X,-1
778322955,-1
1401324029,-1
671722921,-1
61670855,-1
439568404,-1
449208060,-1
425230155,-1
140260706,-1
380789833,-1
316201545,-1
,-1
553582755,-1
312605390,-1
60891270,-1
,-1
671796666,-1
307381757,-1
310228638,-1
670020486,-1
689823959,-1
1594203075,-1
052595192X,-1
1596435704,-1
345318854,-1
316059854,-1
1551113813,-1
553567713,-1
1411608313,-1
039487336X,-1
345517989,-1
553269828,-1
1569472025,-1
099050560X,-1
425214435,-1
545298415,-1
60776242,-1
446556246,-1
1442413336,-1
316154512,-1
7162219,-1
1401201180,-1
143035304,-1
1904910033,-1
399256199,-1
847829863,-1
007141858X,-1
1591163277,-1
60652942,-1
1569319049,-1
857207563,-1
60758287,-1
446694533,-1
039915597X,-1
786907509,-1
015205085X,-1
1501135910,-1
,-1
425204189,-1
067031255X,-1
1573228737,-1
553381571,-1
425197387,-1
751507954,-1
743234413,-1
843955430,-1
671732498,-1
1400078377,-1
64404455,-1
,-1
1442494786,-1
786929715,-1
031623480X,-1
72434171,-1
553588117,-1
9993911550,-1
307719219,-1
006078721X,-1
761123695,-1
1563894289,-1
451530306,-1
439405572,-1
307272702,-1
399154485,-1
156389405X,-1
143036491,-1
082546207X,-1
425268780,-1
142437298,-1
147111810X,-1
807012394,-1
439050227,-1
340739304,-1
60958332,-1
1616203048,-1
142150605X,-1
316097772,-1
451234871,-1
,-1
307394549,-1
312426216,-1
1582349231,-1
143104403,-1
1401223036,-1
61997161,-1
394826205,-1
142640607X,-1
679736328,-1
61689424,-1
802170390,-1
1416950737,-1
316210900,-1
307377903,-1
439700884,-1
1849234752,-1
1613772270,-1
316002569,-1
1582433542,-1
618194576,-1
,-1
316013560,-1
679764089,-1
765328666,-1
743468414,-1
1427817693,-1
316156280,-1
441203981,-1
375404031,-1
316002585,-1
717287564,-1
,-1
61059919,-1
1455539740,-1
399256504,-1
60548940,-1
1593080425,-1
898214971,-1
684800705,-1
345396936,-1
62012037,-1
451229444,-1
553268465,-1
031285787X,-1
515103292,-1
62026089,-1
141651631X,-1
345379071,-1
670011835,-1
385491050,-1
000748805X,-1
316037702,-1
812538366,-1
1455503061,-1
670011460,-1
312206488,-1
670021679,-1
152047387,-1
000711933X,-1
1416586598,-1
446580295,-1
446540331,-1
156029065,-1
505523892,-1
034548343X,-1
038566740X,-1
1853262439,-1
425098087,-1
1784751995,-1
,-1
446699489,-1
1563054426,-1
399162380,-1
1451686633,-1
,-1
812524268,-1
810918684,-1
,-1
1555838537,-1
1423175123,-1
544409914,-1
307962903,-1
394800230,-1
743421922,-1
375866671,-1
,-1
1585424803,-1
385349580,-1
385535376,-1
743484371,-1
142408786,-1
451233557,-1
340841125,-1
1420100963,-1
1600108865,-1
61345725,-1
1250024633,-1
1905490208,-1
694011479,-1
446616419,-1
375706410,-1
1421808307,-1
755300203,-1
140065172,-1
1596436581,-1
749909226,-1
3704313173,-1
1595140838,-1
763630152,-1
1595142908,-1
811202054,-1
804141266,-1
097640110X,-1
,-1
1849163847,-1
60562536,-1
671004530,-1
758216424,-1
786913886,-1
345501039,-1
312274920,-1
385738595,-1
1455599735,-1
031604086X,-1
1416544208,-1
553214829,-1
765317508,-1
765379945,-1
62009494,-1
044022750X,-1
375833641,-1
449226352,-1
425083896,-1
,-1
451208706,-1
515142905,-1
425176304,-1
399154019,-1
62217208,-1
152050841,-1
743467213,-1
385344058,-1
451526570,-1
316201642,-1
60875070,-1
,-1
,-1
1442409096,-1
1250014468,-1
785113797,-1
078693137X,-1
316778508,-1
670446149,-1
553807714,-1
439436575,-1
1400033721,-1
849901812,-1
,-1
553381156,-1
805059962,-1
9381626685,-1
802151825,-1
874068134,-1
1419953249,-1
042519518X,-1
1582433224,-1
1416914188,-1
1476748446,-1
340881542,-1
014303507X,-1
752891634,-1
765316552,-1
441014151,-1
812996348,-1
316012335,-1
545040604,-1
1400031567,-1
,-1
307970388,-1
547959214,-1
446675059,-1
446531383,-1
802135226,-1
1400096936,-1
62347268,-1
61957933,-1
441017800,-1
689856407,-1
765333511,-1
,-1
670037729,-1
1401225659,-1
224061631,-1
9380349300,-1
679724699,-1
743271181,-1
1598184547,-1
842332367,-1
375507485,-1
60922249,-1
61836923,-1
307957233,-1
670038717,-1
375760911,-1
61561630,-1
006232005X,-1
802715168,-1
425214591,-1
62265970,-1
553384813,-1
743474171,-1
374281092,-1
1594480869,-1
60737557,-1
345498127,-1
307020916,-1
192838431,-1
145558116X,-1
140115854,-1
055357325X,-1
1593070950,-1
1442407689,-1
1933718552,-1
,-1
140546235,-1
1455518379,-1
1841954802,-1
449208281,-1
1455525839,-1
1841496049,-1
3453162897,-1
345346297,-1
425212696,-1
340884355,-1
2211065899,-1
037321006X,-1
1603093001,-1
374504644,-1
312938829,-1
067102082X,-1
307595609,-1
143039652,-1
006245773X,-1
393086925,-1
307263940,-1
547807686,-1
8756787650,-1
142400300,-1
425218422,-1
312362919,-1
1841591009,-1
330487191,-1
399157565,-1
718154835,-1
915144867,-1
,-1
393072223,-1
452297648,-1
446676500,-1
743444299,-1
60684127,-1
1401360203,-1
076534629X,-1
312424086,-1
1401237770,-1
886773520,-1
99595818,-1
031269945X,-1
609810111,-1
1400095565,-1
872206335,-1
,-1
525453679,-1
,-1
1682305066,-1
375955712,-1
609807250,-1
141019085,-1
993800130,-1
62415832,-1
758266928,-1
,-1
752858521,-1
192838628,-1
449003787,-1
1423111443,-1
345543084,-1
753819929,-1
425132951,-1
439829119,-1
316252964,-1
812971671,-1
312599064,-1
786887583,-1
751500283,-1
812968379,-1
875847471,-1
749934360,-1
671540661,-1
316194689,-1
575132507,-1
99465639,-1
226320618,-1
,-1
,-1
385337493,-1
375700811,-1
399161481,-1
1400033446,-1
140320970,-1
399157689,-1
465067107,-1
439632501,-1
7236344,-1
,-1
671737635,-1
399154914,-1
739420232,-1
553381334,-1
1578562589,-1
61706558,-1
763665665,-1
62200461,-1
1433672960,-1
575095776,-1
380842939,-1
1599901196,-1
1616552956,-1
99447126,-1
141654383X,-1
1416928065,-1
1414368186,-1
030795871X,-1
590664875,-1
,-1
849945119,-1
006232022X,-1
1570089264,-1
,-1
,-1
385495323,-1
451460936,-1
446359203,-1
,-1
044024417X,-1
030759565X,-1
786816589,-1
345322215,-1
,-1
312933533,-1
1401224687,-1
1442440430,-1
800786645,-1
60009241,-1
312421850,-1
756405718,-1
441013465,-1
,-1
1568584253,-1
340893613,-1
553567152,-1
067155302X,-1
764524836,-1
1250061776,-1
62236679,-1
1615579184,-1
307588920,-1
1449461077,-1
515137111,-1
1590382234,-1
99268701,-1
307265633,-1
393322572,-1
99478471,-1
,-1
670021156,-1
307264238,-1
553573861,-1
,-1
1453720693,-1
1579126952,-1
316097403,-1
747553866,-1
446575062,-1
1582408289,-1
1844285073,-1
671655973,-1
62124366,-1
1563896176,-1
1880418738,-1
067988632X,-1
399156135,-1
042519891X,-1
763619612,-1
1599901676,-1
425188930,-1
60002107,-1
1416918736,-1
,-1
385340222,-1
055329461X,-1
1563895196,-1
62102427,-1
763655988,-1
786932287,-1
670031607,-1
2266127748,-1
1466867507,-1
1402792808,-1
575099127,-1
,-1
1594561753,-1
886773687,-1
1930900244,-1
1250010071,-1
749934182,-1
739429337,-1
,-1
340830107,-1
440867576,-1
042520040X,-1
747236380,-1
399155015,-1
1101874937,-1
61240885,-1
,-1
60598328,-1
440222680,-1
316156299,-1
60935499,-1
078691811X,-1
312569033,-1
60727217,-1
1594489424,-1
307354164,-1
,-1
1408319462,-1
9799731232,-1
843958448,-1
743294394,-1
375409289,-1
,-1
140187723,-1
8370541240,-1
385339526,-1
,-1
1401235638,-1
,-1
1904271359,-1
316236535,-1
1427817413,-1
1612184650,-1
822210789,-1
449911942,-1
553582909,-1
688163653,-1
553383051,-1
803725507,-1
,-1
1478314605,-1
451528891,-1
006228553X,-1
375424482,-1
142002046,-1
3746611091,-1
1442454148,-1
743417321,-1
307356361,-1
,-1
812541626,-1
241963745,-1
,-1
2290011150,-1
399157077,-1
1456527738,-1
042527067X,-1
553573764,-1
141311428,-1
786838825,-1
1841498874,-1
151686564,-1
1471132978,-1
,-1
1565849930,-1
1931514607,-1
1591842247,-1
312947062,-1
743468406,-1
,-1
805017224,-1
810993236,-1
60608528,-1
345418484,-1
345334310,-1
076537708X,-1
1841499005,-1
1455500135,-1
425153975,-1
451456726,-1
1492103748,-1
752815393,-1
044661002X,-1
441010644,-1
230744273,-1
545010306,-1
786868910,-1
399157034,-1
345516532,-1
,-1
143039571,-1
,-1
743225082,-1
330353829,-1
345505514,-1
345808002,-1
804138567,-1
553341030,-1
765357054,-1
316101877,-1
446603775,-1
553383663,-1
1933633638,-1
698410424,-1
441005667,-1
425178579,-1
440351839,-1
159038363X,-1
545208858,-1
1501126229,-1
061870986X,-1
312949820,-1
1402798431,-1
440222702,-1
380808080,-1
1937053415,-1
571297889,-1
2841873900,-1
,-1
316127191,-1
764200119,-1
62224859,-1
671870114,-1
312605382,-1
1400041988,-1
345322231,-1
1905294964,-1
1419176528,-1
4770019572,-1
545052424,-1
385532458,-1
140436030,-1
399168796,-1
345522028,-1
312340702,-1
743437810,-1
399256156,-1
310211883,-1
62128027,-1
316211222,-1
,-1
786891122,-1
345371984,-1
439903440,-1
1596436239,-1
803739095,-1
613321368X,-1
62081861,-1
399162178,-1
425213617,-1
043984665X,-1
,-1
765336413,-1
300115466,-1
679456201,-1
159184312X,-1
61767603,-1
,-1
,-1
439643635,-1
156031566,-1
425280101,-1
62123742,-1
425205967,-1
385535309,-1
486270645,-1
446694258,-1
543895882,-1
,-1
8466302204,-1
1250076420,-1
141694737X,-1
1421501708,-1
399256180,-1
,-1
1921794097,-1
451475496,-1
1250003334,-1
553807722,-1
,-1
,-1
345418468,-1
679736395,-1
1451657706,-1
374379939,-1
1439147973,-1
486277909,-1
312420331,-1
380811960,-1
879101369,-1
1459245954,-1
385732953,-1
525953183,-1
345396553,-1
375701044,-1
,-1
312983271,-1
806501901,-1
446554995,-1
62116851,-1
450837319,-1
60540745,-1
752860550,-1
61714313,-1
812992180,-1
425247546,-1
684804522,-1
425219437,-1
345418476,-1
836217691,-1
,-1
,-1
743406567,-1
886775981,-1
307589676,-1
345376048,-1
316033979,-1
571199976,-1
441653049,-1
394720954,-1
,-1
037581423X,-1
802757693,-1
399157212,-1
449912450,-1
1563890976,-1
1841959111,-1
1423160924,-1
,-1
553295411,-1
743236718,-1
679826424,-1
60882867,-1
7201788,-1
307957241,-1
385344414,-1
,-1
451458222,-1
64400964,-1
316014559,-1
434017841,-1
425263150,-1
553584707,-1
373210574,-1
743294386,-1
517223007,-1
1401911846,-1
446693790,-1
345412214,-1
,-1
60724501,-1
743453026,-1
809015803,-1
688143202,-1
1401218377,-1
553805444,-1
380820854,-1
140009769X,-1
1484148037,-1
689839103,-1
803740816,-1
439568420,-1
60932309,-1
60837640,-1
141181737,-1
345539931,-1
312421990,-1
045147516X,-1
425193942,-1
1892213753,-1
1460995457,-1
446611913,-1
439636485,-1
425215679,-1
,-1
,-1
,-1
,-1
694006513,-1
385670516,-1
812570812,-1
553278118,-1
1566562937,-1
399156879,-1
316230812,-1
307021521,-1
451226801,-1
875421180,-1
141185465,-1
330425781,-1
688040454,-1
380818612,-1
670024961,-1
743422007,-1
1416551050,-1
618007016,-1
1400078393,-1
61779849,-1
590462253,-1
64440192,-1
689851324,-1
440240972,-1
553563696,-1
440225442,-1
380000830,-1
435124773,-1
425199320,-1
345338545,-1
743484908,-1
425127583,-1
1423176375,-1
544025830,-1
141009829,-1
375868704,-1
241144159,-1
805073663,-1
1598163221,-1
525425888,-1
316058297,-1
399237321,-1
399158448,-1
307269760,-1
162266910X,-1
,-1
373605692,-1
743263065,-1
345505670,-1
141019999,-1
1408857901,-1
7302142,-1
618658947,-1
1439192987,-1
1563894815,-1
441013651,-1
786888016,-1
143036432,-1
,-1
393081508,-1
142401420,-1
385341067,-1
030723827X,-1
1559362766,-1
142409863,-1
312348266,-1
147679250X,-1
1442152613,-1
,-1
143037579,-1
044023803X,-1
333725034,-1
60266880,-1
671726528,-1
1594487294,-1
143039822,-1
006098824X,-1
545169178,-1
055337849X,-1
307591565,-1
765330539,-1
525952470,-1
1401225667,-1
1421501201,-1
156029588,-1
823404420,-1
684842505,-1
067172939X,-1
553298046,-1
,-1
,-1
61128856,-1
,-1
141439777,-1
439287197,-1
142001821,-1
937611352,-1
159182236X,-1
62020560,-1
006082543X,-1
61477958,-1
1101874996,-1
1101902760,-1
446695696,-1
142002062,-1
521357306,-1
1420925229,-1
316030899,-1
,-1
,-1
375836942,-1
,-1
1250014409,-1
312957572,-1
316084220,-1
1476717710,-1
1405092726,-1
292760280,-1
1400067243,-1
006053124X,-1
1781106290,-1
198245971,-1
,-1
330351435,-1
373776578,-1
62310712,-1
805090800,-1
,-1
61701246,-1
1442430001,-1
553803077,-1
316713732,-1
62409204,-1
1416505415,-1
014310425X,-1
312099436,-1
140621318,-1
557489563,-1
,-1
140178139,-1
446608890,-1
786914041,-1
439568331,-1
765349655,-1
425285049,-1
747569118,-1
446362662,-1
345506391,-1
446695718,-1
,-1
778322602,-1
345539478,-1
525422439,-1
345330137,-1
778322335,-1
1594631290,-1
142402451,-1
670022950,-1
525444459,-1
399169520,-1
1414310587,-1
9799625734,-1
,-1
393079988,-1
62430211,-1
,-1
842365834,-1
1841490237,-1
1400079446,-1
743466772,-1
747595380,-1
1483911896,-1
435900668,-1
006093140X,-1
7191324,-1
345434811,-1
2226135022,-1
1400034728,-1
6499163,-1
1599901102,-1
543904709,-1
140309276,-1
059039696X,-1
345456327,-1
1400064112,-1
345471016,-1
553276328,-1
,-1
316098108,-1
749934417,-1
60548266,-1
689857950,-1
312330340,-1
1931514585,-1
465023924,-1
307336794,-1
345418522,-1
385340117,-1
1563897504,-1
1594482225,-1
,-1
140317201,-1
1439102392,-1
1416909834,-1
385354193,-1
1468139339,-1
1905802498,-1
,-1
1421511835,-1
1476766665,-1
843949945,-1
1581345267,-1
62280708,-1
505524473,-1
1555976905,-1
1585673927,-1
006137587X,-1
316787531,-1
609809105,-1
,-1
1897299214,-1
451211472,-1
1476764581,-1
316912123,-1
684841487,-1
310286700,-1
449003795,-1
1449474195,-1
1585676772,-1
1416551603,-1
1442402350,-1
1423170288,-1
,-1
743430344,-1
385342608,-1
60096187,-1
307271072,-1
1250095255,-1
61573132,-1
078915479X,-1
140249435,-1
1400069343,-1
193481332X,-1
60837381,-1
,-1
345496876,-1
805062882,-1
743460529,-1
1416532358,-1
1400061261,-1
076532153X,-1
749934395,-1
679723226,-1
312947054,-1
321525655,-1
786927720,-1
679601597,-1
545141028,-1
1591843529,-1
62132466,-1
312546564,-1
553418602,-1
439845823,-1
375761411,-1
446532754,-1
375836888,-1
671720147,-1
1441213570,-1
316216828,-1
385720254,-1
316068225,-1
691024170,-1
1595143920,-1
553587080,-1
609804138,-1
375814701,-1
60825316,-1
345495969,-1
031236847X,-1
972212076X,-1
425190447,-1
575088877,-1
,-1
415254086,-1
2314576,-1
1401200923,-1
1416585834,-1
312642717,-1
7169922,-1
141654786X,-1
1416997962,-1
671875965,-1
385315546,-1
1421820609,-1
1250000238,-1
451463803,-1
2317850,-1
553212559,-1
,-1
679724621,-1
618257322,-1
1416530738,-1
61784796,-1
316701319,-1
7331789,-1
1605292885,-1
158648303X,-1
1592289444,-1
515135062,-1
1484715772,-1
425215687,-1
385534833,-1
451199863,-1
8188575658,-1
778324907,-1
1597800449,-1
964913980X,-1
385539126,-1
151012377,-1
1595145931,-1
316211265,-1
812970438,-1
515121495,-1
1561371734,-1
743451791,-1
763622583,-1
679733973,-1
192835203,-1
156010593,-1
345472446,-1
62114611,-1
842382895,-1
394895894,-1
375753834,-1
802723462,-1
1402271875,-1
1250065941,-1
1401204864,-1
850515033,-1
440539811,-1
374324913,-1
60777109,-1
345518284,-1
1607062607,-1
440212812,-1
192801694,-1
375705104,-1
857662937,-1
380007789,-1
006228567X,-1
1439138338,-1
615487424,-1
345505492,-1
525953086,-1
618443363,-1
670021792,-1
,-1
1421513439,-1
425067823,-1
,-1
761129588,-1
440221315,-1
039925644X,-1
074322423X,-1
1453860959,-1
1427818762,-1
1591827582,-1
60087803,-1
,-1
1589190645,-1
,-1
,-1
7350430,-1
525444467,-1
61671355,-1
1250019672,-1
312591837,-1
440245273,-1
9725681363,-1
,-1
544920953,-1
515142883,-1
,-1
1402208766,-1
2266120921,-1
446582352,-1
1444734148,-1
375725768,-1
080905101X,-1
,-1
1421527618,-1
395137195,-1
802142400,-1
679772677,-1
142407089,-1
,-1
1611130433,-1
395570352,-1
60519134,-1
038081093X,-1
872204227,-1
312937660,-1
61985880,-1
,-1
1573225681,-1
140050930,-1
1477817158,-1
1596434023,-1
62286447,-1
758211821,-1
743292499,-1
082031661X,-1
802715354,-1
380776162,-1
543895149,-1
844662925,-1
141659485X,-1
1442449632,-1
380818809,-1
446533424,-1
62294806,-1
758290411,-1
1423166000,-1
547225474,-1
786937904,-1
451200187,-1
1582342156,-1
61000019,-1
312591829,-1
9137126385,-1
1423109600,-1
081299325X,-1
1400043336,-1
8466309152,-1
62271121,-1
345543858,-1
60724552,-1
,-1
044619154X,-1
1608190463,-1
60560118,-1
1501101536,-1
804136572,-1
441012914,-1
1405201711,-1
874869226,-1
141187492,-1
609809547,-1
312241224,-1
692572031,-1
,-1
031604279X,-1
451200829,-1
61668125,-1
316074233,-1
140443487,-1
1556525893,-1
553820273,-1
1607060221,-1
,-1
679731210,-1
785123288,-1
671670689,-1
425216594,-1
425137562,-1
765356163,-1
684856069,-1
,-1
312380828,-1
525423346,-1
316037834,-1
307277712,-1
9799625726,-1
312313829,-1
61059927,-1
6513905,-1
316084255,-1
330517090,-1
,-1
698184890,-1
,-1
1611139856,-1
439829127,-1
,-1
142150331X,-1
684803860,-1
451215737,-1
60928417,-1
316219126,-1
1579125743,-1
1607061228,-1
812536363,-1
,-1
356502287,-1
1401360211,-1
1841497762,-1
451475321,-1
345418549,-1
,-1
3426619148,-1
,-1
380803240,-1
345485793,-1
141185538,-1
684848287,-1
307957276,-1
195019059,-1
743449673,-1
9770148083,-1
848809971,-1
1576469115,-1
006195795X,-1
1512038563,-1
812967194,-1
470581786,-1
140621733,-1
743289803,-1
440975344,-1
449225151,-1
156032732,-1
778315339,-1
60198818,-1
1591846358,-1
60892013,-1
1481420763,-1
1841959146,-1
310214696,-1
64431835,-1
1416586571,-1
842339655,-1
688170277,-1
312942303,-1
61043559,-1
739458736,-1
425256758,-1
039586786X,-1
812968239,-1
679747656,-1
714847984,-1
3822837032,-1
1421531720,-1
553574132,-1
1607065967,-1
887306667,-1
125004734X,-1
044021145X,-1
679779175,-1
,-1
857520199,-1
393312801,-1
684856360,-1
375727434,-1
62316869,-1
1885167776,-1
,-1
670878553,-1
440867592,-1
60724617,-1
743218574,-1
174275001X,-1
811835928,-1
785134530,-1
,-1
886774632,-1
067103264X,-1
756401933,-1
312539517,-1
037377138X,-1
688114490,-1
006206777X,-1
886774004,-1
193361501X,-1
590396439,-1
778319334,-1
62060759,-1
61730327,-1
140558640,-1
076532699X,-1
080417072X,-1
425252868,-1
,-1
345316509,-1
375868429,-1
1840232048,-1
375724427,-1
,-1
573613311,-1
688172172,-1
425197956,-1
1101983795,-1
9707311169,-1
055339231X,-1
1484705270,-1
316781460,-1
60838590,-1
307588653,-1
141383356,-1
,-1
,-1
1595144293,-1
330343475,-1
385532350,-1
152010661,-1
1416978933,-1
439670209,-1
525456074,-1
316369152,-1
,-1
,-1
312983220,-1
,-1
441008658,-1
,-1
,-1
9770931357,-1
316097462,-1
1625173431,-1
758216432,-1
345451902,-1
1569242739,-1
142404241,-1
670025488,-1
785135820,-1
60512180,-1
1433502410,-1
,-1
1559702028,-1
374166854,-1
307021106,-1
140447970,-1
1439157995,-1
,-1
9793600691,-1
,-1
778314189,-1
399158278,-1
60564679,-1
765345013,-1
451458621,-1
,-1
1400030269,-1
1451686579,-1
451209133,-1
159532402X,-1
61438294,-1
515142891,-1
045121742X,-1
684852225,-1
1557830665,-1
345450728,-1
,-1
800871863,-1
545142997,-1
749934409,-1
310245729,-1
61727660,-1
1501141511,-1
1476762627,-1
590396560,-1
425197220,-1
042521575X,-1
62363603,-1
1861977697,-1
446500038,-1
356501507,-1
670064181,-1
553499084,-1
1406790273,-1
7120680,-1
61869724,-1
,-1
1881273652,-1
1400077095,-1
042520300X,-1
451528719,-1
039575531X,-1
,-1
60556579,-1
,-1
1416566384,-1
054529844X,-1
1931514798,-1
045146527X,-1
1478927941,-1
1408808870,-1
749934433,-1
60594772,-1
440229081,-1
1420926993,-1
743268571,-1
803741715,-1
671700758,-1
061871166X,-1
385337639,-1
,-1
140086838,-1
307594165,-1
1632156741,-1
888994168,-1
778314472,-1
1582346178,-1
62132520,-1
802141323,-1
1416516859,-1
1576739759,-1
553586386,-1
080413717X,-1
743484274,-1
439108381,-1
373250746,-1
60938110,-1
1591841003,-1
756403146,-1
039915776X,-1
486270653,-1
345340442,-1
753819481,-1
349400202,-1
,-1
312949812,-1
373212054,-1
385755929,-1
141006579,-1
1594487154,-1
451037707,-1
718147715,-1
553580302,-1
749909056,-1
1400066212,-1
714840831,-1
312966202,-1
7191480,-1
60267887,-1
,-1
6499473,-1
,-1
399162593,-1
345528921,-1
770435629,-1
451460413,-1
,-1
1591840538,-1
62359983,-1
451218469,-1
765354934,-1
042511984X,-1
157322359X,-1
316210986,-1
330412744,-1
380704420,-1
61257052,-1
1401210015,-1
009949857X,-1
515140880,-1
1607063921,-1
1582406987,-1
156226006,-1
671789457,-1
20248717,-1
373210051,-1
023252078X,-1
393324869,-1
590396056,-1
,-1
60733497,-1
1416521836,-1
,-1
297775340,-1
312385188,-1
1439183368,-1
553582895,-1
345423291,-1
1416985794,-1
452156610,-1
1563896451,-1
1841496057,-1
440910811,-1
316036064,-1
1416577572,-1
399170898,-1
886773776,-1
763628115,-1
1455554596,-1
399256202,-1
1598185217,-1
,-1
1401210821,-1
,-1
689863624,-1
1582408254,-1
,-1
679733787,-1
140248927,-1
62422960,-1
1563895684,-1
,-1
,-1
60688246,-1
307265722,-1
758254091,-1
545298431,-1
385528078,-1
843960434,-1
99453452,-1
009947915X,-1
044900483X,-1
,-1
718152433,-1
425197395,-1
451454243,-1
743484193,-1
425210812,-1
441014763,-1
553578553,-1
,-1
,-1
525426361,-1
60898526,-1
345301110,-1
60757639,-1
380726297,-1
,-1
,-1
425138232,-1
,-1
60880120,-1
451530098,-1
345432401,-1
62103733,-1
330311735,-1
763618985,-1
886774268,-1
,-1
425173909,-1
1582404976,-1
1421506297,-1
785122133,-1
375714499,-1
670557110,-1
192834401,-1
330314920,-1
,-1
312890176,-1
812995228,-1
743250451,-1
395957761,-1
316098124,-1
689806981,-1
61231428,-1
1591169909,-1
810949148,-1
195170342,-1
679783482,-1
688172377,-1
345467817,-1
,-1
1861977166,-1
316239992,-1
1401204457,-1
307730697,-1
1434764338,-1
385682824,-1
345435753,-1
340752459,-1
1884214495,-1
140189424,-1
451209435,-1
316176044,-1
9381626715,-1
140568190,-1
1250039819,-1
440240956,-1
375435484,-1
061858532X,-1
1416936408,-1
62311115,-1
312939779,-1
1926760689,-1
1400049350,-1
1591163595,-1
60589353,-1
,-1
,-1
61626317,-1
1582870950,-1
